PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK
1630567,Scottie Barnes,Scottie,1610612761,TOR,23.0,65,26,39,0.4,2134.13,474,1063,0.446,76,280,0.271,228,302,0.755,109,393,502,378,185,93,63,40,113,246,1252,-130,2704.4,26,1,2520.0,162,240,486,389,71,45,37,290,187,136,422,42,39,301,63,28,33,29,25,25,39,473,392,40,52,477,28,26,20,34
1628401,Derrick White,Derrick,1610612738,BOS,30.0,76,58,18,0.763,2573.615,424,959,0.442,265,691,0.384,135,161,0.839,67,274,341,361,131,72,80,23,138,164,1248,540,2523.7,4,0,2519.0,51,7,211,53,20,60,51,305,4,5,124,97,107,121,133,83,94,37,69,70,21,356,456,86,53,6,42,116,44,35
202681,Kyrie Irving,Kyrie,1610612742,DAL,33.0,50,28,22,0.56,1803.7966666666666,447,945,0.473,144,359,0.401,196,214,0.916,60,180,240,231,111,66,23,40,101,164,1234,124,2024.5,0,0,2027.0,283,220,274,221,127,56,52,201,67,82,76,55,73,32,155,183,183,81,86,95,173,473,351,86,54,101,77,281,44,75
1629628,RJ Barrett,RJ,1610612761,TOR,24.0,58,23,35,0.397,1868.8033333333333,460,982,0.468,107,306,0.35,196,311,0.63,61,305,366,314,165,46,17,81,137,233,1223,-139,2157.2,10,2,2136.0,223,265,447,394,114,50,50,218,122,120,247,55,34,467,150,67,84,58,38,185,225,563,455,45,55,485,67,62,15,67
1630166,Deni Avdija,Deni,1610612757,POR,24.0,72,33,39,0.458,2161.1483333333335,402,844,0.476,125,342,0.365,290,372,0.78,110,412,522,281,196,71,35,65,171,295,1219,-78,2388.9,17,2,2359.0,95,166,486,329,66,70,73,190,93,89,187,21,18,251,61,23,29,68,19,73,107,543,525,18,56,428,53,34,15,49
1631128,Christian Braun,Christian,1610612743,DEN,24.0,79,48,31,0.608,2675.383333333333,476,821,0.58,89,224,0.397,177,214,0.827,98,312,410,205,81,85,37,62,170,143,1218,480,2302.5,6,0,2166.0,23,30,395,160,11,43,81,50,156,174,93,66,73,148,72,61,62,100,155,38,99,538,524,100,57,13,60,93,44,62
1631094,Paolo Banchero,Paolo,1610612753,ORL,22.0,46,21,25,0.457,1581.53,412,911,0.452,87,272,0.32,280,385,0.727,51,294,345,219,136,36,28,51,97,265,1191,-21,1989.5,11,0,1970.0,307,280,300,333,165,63,60,270,161,141,341,24,17,349,192,73,92,91,63,244,144,511,338,29,58,314,81,55,44,80
1642264,Stephon Castle,Stephon,1610612759,SAS,20.0,81,33,48,0.407,2162.0216666666665,423,988,0.428,95,333,0.285,249,344,0.724,89,208,297,332,177,74,22,66,164,262,1190,-239,2155.4,6,0,2106.0,12,166,542,386,65,61,49,359,148,97,404,36,24,359,86,138,123,51,30,61,187,546,511,31,59,527,68,93,44,69
1630163,LaMelo Ball,LaMelo,1610612766,CHA,23.0,47,16,31,0.34,1504.475,406,1003,0.405,179,528,0.339,193,229,0.843,47,185,232,346,167,54,13,43,157,221,1184,-130,2015.4,13,0,2075.0,298,340,395,434,178,67,46,433,28,22,282,59,66,118,205,175,190,44,37,143,281,483,498,52,60,477,80,46,44,72
203468,CJ McCollum,CJ,1610612740,NOP,33.0,56,17,39,0.304,1831.6783333333333,444,1000,0.444,171,459,0.373,124,173,0.717,42,170,212,227,106,46,24,39,124,136,1183,-279,1881.9,0,0,1933.0,246,323,486,454,123,57,47,297,36,37,163,110,96,373,237,200,217,84,95,185,170,462,425,109,61,541,95,281,44,84
1629630,Ja Morant,Ja,1610612763,MEM,25.0,50,30,20,0.6,1519.11,404,889,0.454,88,285,0.309,263,319,0.824,34,171,205,364,185,61,12,51,113,249,1159,226,1985.0,13,1,1962.0,283,196,242,168,176,68,65,263,158,133,364,31,32,154,280,195,225,33,25,111,295,511,392,37,62,63,82,46,20,82
1629012,Collin Sexton,Collin,1610612762,UTA,26.0,63,14,49,0.222,1757.76,416,867,0.48,110,271,0.406,217,251,0.865,60,111,171,264,160,47,6,75,144,219,1159,-286,1759.2,2,0,1810.0,185,364,548,509,135,62,68,178,114,143,67,49,54,88,155,293,266,71,43,178,383,555,468,54,62,544,108,159,44,93
1631097,Bennedict Mathurin,Bennedict,1610612754,IND,22.0,72,43,29,0.597,2149.318333333333,391,853,0.458,98,288,0.34,276,332,0.831,87,296,383,136,135,47,24,67,162,245,1156,94,1897.6,8,0,1915.0,95,75,362,175,69,74,71,246,141,132,278,27,27,141,93,69,73,164,67,178,170,550,506,41,64,114,93,77,44,86
1630202,Payton Pritchard,Payton,1610612738,BOS,27.0,80,59,21,0.738,2270.875,409,866,0.472,255,626,0.407,71,84,0.845,102,205,307,279,83,70,14,38,118,86,1144,430,2099.9,5,0,2153.0,16,6,253,58,48,65,69,205,5,11,66,197,216,116,68,141,118,69,145,77,265,458,411,195,65,15,71,106,44,65
1629675,Naz Reid,Naz,1610612750,MIN,25.0,80,47,33,0.588,2200.116666666667,426,923,0.462,175,462,0.379,111,143,0.776,92,388,480,181,108,58,72,41,189,119,1138,340,2267.5,10,0,2234.0,16,36,428,191,60,59,57,233,33,34,139,121,125,259,78,30,37,113,91,127,29,477,545,136,66,26,61,62,44,57
1641718,Keyonte George,Keyonte,1610612762,UTA,21.0,67,13,54,0.194,2108.475,359,919,0.391,174,507,0.343,233,285,0.818,26,227,253,377,183,46,9,71,111,227,1125,-512,1976.1,4,0,2039.0,147,382,557,527,75,92,59,464,34,24,267,41,44,176,321,116,168,30,27,185,346,553,385,47,67,564,85,116,44,74
1630530,Trey Murphy III,Trey,1610612740,NOP,24.0,53,14,39,0.264,1854.23,381,839,0.454,158,438,0.361,204,230,0.887,47,221,268,188,103,56,39,29,112,186,1124,-384,1909.6,2,0,1928.0,263,364,486,482,116,81,74,265,51,42,207,52,65,56,205,121,150,109,101,136,88,408,391,64,68,558,92,159,44,85
1626167,Myles Turner,Myles,1610612754,IND,29.0,72,44,28,0.611,2173.6366666666668,390,811,0.481,156,394,0.396,184,238,0.773,90,381,471,111,123,54,144,37,183,204,1120,202,2322.7,13,0,2254.0,95,62,349,153,61,75,83,176,55,64,99,62,61,267,83,31,39,206,75,143,3,451,540,60,69,71,58,46,44,55
1628370,Malik Monk,Malik,1610612758,SAC,27.0,65,36,29,0.554,2054.11,412,939,0.439,139,428,0.325,154,178,0.865,30,215,245,362,159,61,38,54,158,149,1117,116,2092.0,4,0,2061.0,162,136,362,226,83,63,55,313,73,47,327,83,94,86,302,129,177,36,44,111,94,520,502,96,70,105,72,116,44,73
1641705,Victor Wembanyama,Victor,1610612759,SAS,21.0,46,21,25,0.457,1527.2533333333333,408,857,0.476,142,403,0.352,158,189,0.836,82,424,506,168,149,52,176,27,105,226,1116,102,2510.2,28,1,2388.0,307,280,300,333,172,66,70,192,68,56,240,78,89,128,100,22,32,122,50,152,1,395,365,50,71,110,43,22,20,46
1628386,Jarrett Allen,Jarrett,1610612739,CLE,27.0,82,64,18,0.78,2296.0533333333333,452,640,0.706,0,5,0.0,199,277,0.718,216,582,798,158,97,77,73,47,127,257,1103,514,2650.6,40,0,2359.0,1,1,211,44,41,55,117,6,499,488,499,54,46,368,11,6,6,137,115,54,28,498,434,34,72,9,33,10,44,49
1629656,Quentin Grimes,Quentin,1610612755,PHI,25.0,75,29,46,0.387,2013.09,384,823,0.467,162,421,0.385,162,214,0.757,59,265,324,228,141,74,22,32,138,174,1092,-261,1969.8,4,0,1998.0,59,212,533,399,90,78,80,222,46,49,123,72,73,299,159,90,103,82,56,61,187,430,456,77,73,533,87,116,44,77
1629631,De'Andre Hunter,De'Andre,1610612739,CLE,27.0,64,38,26,0.594,1740.015,358,762,0.47,157,388,0.405,215,254,0.846,44,214,258,92,82,50,13,39,155,211,1088,88,1642.6,2,0,1721.0,170,110,315,182,141,93,92,210,53,68,74,50,52,112,221,130,163,245,149,161,281,462,496,56,74,115,118,159,44,106
203952,Andrew Wiggins,Andrew,1610612748,MIA,30.0,60,27,33,0.45,1842.2816666666668,376,839,0.448,130,348,0.374,196,257,0.763,89,180,269,158,99,60,50,63,101,174,1078,-100,1868.8,3,0,1855.0,206,232,428,346,118,83,74,282,83,87,159,55,50,286,86,183,148,137,109,119,59,540,351,77,75,452,98,134,44,90
1630700,Dyson Daniels,Dyson,1610612737,ATL,22.0,76,37,39,0.487,2571.17,455,923,0.493,80,235,0.34,83,140,0.593,124,325,449,333,155,229,55,45,175,131,1073,-65,2808.3,9,0,2503.0,51,124,486,301,21,53,57,148,177,168,276,169,130,491,49,53,49,49,46,1,48,489,530,114,76,401,24,71,44,37
1629661,Cameron Johnson,Cameron,1610612751,BKN,29.0,57,21,36,0.368,1799.7633333333333,355,747,0.475,159,408,0.39,201,225,0.893,54,193,247,194,99,53,25,36,104,170,1070,-200,1792.4,2,0,1826.0,232,280,455,414,129,95,95,194,49,54,115,53,68,51,175,165,173,105,109,149,162,441,361,80,77,512,106,159,44,92
1628415,Dillon Brooks,Dillon,1610612745,HOU,29.0,75,49,26,0.653,2388.2616666666668,384,895,0.429,186,469,0.397,99,121,0.818,75,200,275,128,76,60,16,36,242,109,1053,207,1727.0,0,0,1794.0,59,25,315,98,37,78,63,354,25,31,97,140,158,169,115,150,142,177,167,119,242,441,566,154,78,67,111,281,44,99
1628404,Josh Hart,Josh,1610612752,NYK,30.0,77,48,29,0.623,2896.83,404,770,0.525,84,252,0.333,159,205,0.776,161,576,737,453,158,119,27,59,201,182,1051,203,2894.9,34,9,2617.0,43,30,362,132,2,68,90,88,168,157,297,77,77,261,28,7,11,14,45,7,150,531,554,66,79,70,18,16,5,32
1630170,Devin Vassell,Devin,1610612759,SAS,24.0,64,24,40,0.375,1983.185,394,889,0.443,158,429,0.368,95,120,0.792,34,221,255,183,88,84,33,29,108,98,1041,-262,1884.5,2,0,1871.0,170,261,503,407,93,72,65,302,51,46,177,145,160,232,280,121,167,112,128,39,116,408,375,173,80,535,94,159,44,87
201572,Brook Lopez,Brook,1610612749,MIL,37.0,80,47,33,0.588,2546.07,394,774,0.509,139,373,0.373,114,138,0.826,113,288,401,143,84,50,148,20,171,135,1041,134,2246.7,4,0,2120.0,16,36,428,191,26,72,89,107,73,70,162,118,133,150,56,77,65,157,143,161,2,329,525,111,80,97,64,116,44,68
1630581,Josh Giddey,Josh,1610612741,CHI,22.0,70,33,37,0.471,2116.641666666667,371,798,0.465,105,278,0.378,175,224,0.781,127,439,566,503,202,84,45,66,122,179,1022,-68,2640.7,30,7,2454.0,118,166,465,315,73,85,85,226,124,137,142,68,69,248,45,20,21,10,15,39,70,546,421,70,82,410,34,21,7,43
203084,Harrison Barnes,Harrison,1610612759,SAS,32.0,82,34,48,0.415,2230.0633333333335,347,683,0.508,156,360,0.433,161,199,0.809,97,213,310,136,50,39,14,28,75,147,1011,-25,1696.0,1,0,1719.0,1,157,542,378,55,98,105,111,55,79,28,75,80,201,73,133,115,164,257,219,265,402,282,97,83,329,112,198,44,107
202691,Klay Thompson,Klay,1610612742,DAL,35.0,72,33,39,0.458,1964.5683333333334,361,877,0.412,216,553,0.391,67,74,0.905,44,202,246,145,88,50,30,21,81,51,1005,-79,1669.7,0,0,1772.0,95,166,486,329,94,91,67,412,15,16,112,206,236,37,221,147,176,153,128,161,132,337,295,287,84,429,115,281,44,102
202699,Tobias Harris,Tobias,1610612765,DET,32.0,73,40,33,0.548,2305.4133333333334,384,805,0.477,91,264,0.345,143,166,0.861,65,367,432,162,85,74,57,46,138,121,1002,187,2071.4,5,0,1949.0,86,89,428,233,38,78,84,188,152,147,261,91,100,91,138,35,55,133,142,61,45,493,456,131,85,75,74,106,44,83
1630183,Jaden McDaniels,Jaden,1610612750,MIN,24.0,82,49,33,0.598,2614.41,398,834,0.477,100,303,0.33,104,128,0.813,129,341,470,163,95,110,74,41,225,136,1000,172,2265.5,10,0,2101.0,1,25,428,173,15,71,76,185,139,123,310,133,144,186,43,46,40,131,119,11,27,477,563,109,86,82,62,62,44,70
