gameId,gameCode,gameStatus,gameStatusText,period,gameClock,gameTimeUTC,gameEt,regulationPeriods,ifNecessary,seriesGameNumber,gameLabel,gameSubLabel,seriesText,seriesConference,poRoundDesc,gameSubtype,isNeutral,homeTeam,awayTeam,gameLeaders,pbOdds
0042400227,20250518/DENOKC,2,Q3 7:44,3,PT07M44.00S,2025-05-18T19:30:00Z,2025-05-18T15:30:00-04:00,4,False,Game 7,West Conf. Semifinals,Game 7,Series tied 3-3,West,Conf. Semifinals,,False,"{'teamId': 1610612760, 'teamName': 'Thunder', 'teamCity': 'Oklahoma City', 'teamTricode': 'OKC', 'wins': 3, 'losses': 3, 'score': 74, 'seed': 1, 'inBonus': '0', 'timeoutsRemaining': 5, 'periods': [{'period': 1, 'periodType': 'REGULAR', 'score': 21}, {'period': 2, 'periodType': 'REGULAR', 'score': 39}, {'period': 3, 'periodType': 'REGULAR', 'score': 14}, {'period': 4, 'periodType': 'REGULAR', 'score': 0}]}","{'teamId': 1610612743, 'teamName': 'Nuggets', 'teamCity': 'Denver', 'teamTricode': 'DEN', 'wins': 3, 'losses': 3, 'score': 55, 'seed': 4, 'inBonus': '0', 'timeoutsRemaining': 2, 'periods': [{'period': 1, 'periodType': 'REGULAR', 'score': 26}, {'period': 2, 'periodType': 'REGULAR', 'score': 20}, {'period': 3, 'periodType': 'REGULAR', 'score': 9}, {'period': 4, 'periodType': 'REGULAR', 'score': 0}]}","{'homeLeaders': {'personId': 1628983, 'name': 'Shai Gilgeous-Alexander', 'jerseyNum': '2', 'position': 'G', 'teamTricode': 'OKC', 'playerSlug': 'shai-gilgeous-alexander', 'points': 19, 'rebounds': 3, 'assists': 3}, 'awayLeaders': {'personId': 203999, 'name': 'Nikola JokiÄ\x87', 'jerseyNum': '15', 'position': 'C', 'teamTricode': 'DEN', 'playerSlug': 'nikola-jokiÄ\x87', 'points': 17, 'rebounds': 7, 'assists': 6}}","{'team': None, 'odds': 0.0, 'suspended': 0}"
